Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,MRID,Epsilon
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[873, 1709, 2736]","[754, 1601, 2593]",1.0,123.33333333333331,00:00:29,29.10624261945486,0.0079028625086763,,,,0.0001,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[911, 1804, 2710]","[754, 1601, 2593]",0.6666666666666666,137.0,00:00:26,26.891602570191026,0.0073015483492237,,,,0.0001,400.0,500.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[916, 1741, 2768]","[754, 1601, 2593]",1.0,159.0,00:01:35,95.39535533543676,0.0259015355241479,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[841, 1680, 2677]","[754, 1601, 2593]",1.0,83.33333333333333,00:00:22,22.532653607428077,0.0061180161844768,,,,0.005,100.0,500.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[874, 1701, 2764]","[754, 1601, 2593]",1.0,130.33333333333334,00:00:56,56.68312996532768,0.0153904778618864,,,,0.005,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[841, 1680, 2677]","[754, 1601, 2593]",1.0,83.33333333333333,00:00:15,15.976184845902026,0.0043378183127618,,,,0.005,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[898, 1821, 2695]","[754, 1601, 2593]",0.6666666666666666,123.0,00:00:52,52.19763849209994,0.0141725871550637,,,,0.005,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[853, 1688, 2679, 3621]","[754, 1601, 2593]",0.8571428571428571,90.66666666666669,00:00:19,19.244736016727984,0.0052252880849112,,,,0.005,300.0,400.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[841, 1680, 2677]","[754, 1601, 2593]",1.0,83.33333333333333,00:00:21,21.83094801660627,0.0059274906371453,,,,0.005,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[855, 1712, 2741]","[754, 1601, 2593]",1.0,120.0,00:01:22,82.05572178401053,0.0222795877773582,,,,0.005,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[845, 1728, 2738]","[754, 1601, 2593]",1.0,121.0,00:00:51,51.96801287401468,0.0141102397159963,,,,0.005,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[853, 1688, 2701, 3444]","[754, 1601, 2593]",0.8571428571428571,98.0,00:00:35,35.96026432700455,0.0097638512970416,,,,0.05,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[698, 1889, 2674]","[754, 1601, 2593]",0.6666666666666666,68.5,00:00:40,40.48935221880674,0.010993579206844,,,,0.05,100.0,500.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[383, 855, 1679, 2736]","[754, 1601, 2593]",0.8571428571428571,107.33333333333331,00:00:27,27.030799404717985,0.007339342765332,,,,0.05,100.0,700.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[432, 864, 1685, 2673]","[754, 1601, 2593]",0.8571428571428571,91.33333333333331,00:00:31,31.094423287548125,0.0084426889186934,,,,0.05,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[433, 865, 1692, 2678]","[754, 1601, 2593]",0.8571428571428571,95.66666666666669,00:00:24,24.390131988562644,0.006622354599121,,,,0.05,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[433, 865, 1692, 2726]","[754, 1601, 2593]",0.8571428571428571,111.66666666666669,00:00:51,51.50323104020208,0.0139840431822433,,,,0.05,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[843, 1383, 1986, 2671, 3591]","[754, 1601, 2593]",0.5,83.5,00:00:29,29.880149291828275,0.008112991933703,,,,0.05,300.0,400.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[698, 1889, 2674]","[754, 1601, 2593]",0.6666666666666666,68.5,00:00:39,39.86761180032045,0.0108247656259355,,,,0.05,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[698, 1758, 2684]","[754, 1601, 2593]",1.0,101.33333333333331,00:00:43,43.00454609002918,0.0116764990741322,,,,0.05,300.0,700.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[845, 1728, 3393]","[754, 1601, 2593]",0.6666666666666666,109.0,00:00:21,21.82625792920589,0.0059262171950056,,,,0.05,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[830, 1694, 2695, 3733]","[754, 1601, 2593]",0.8571428571428571,90.33333333333331,00:00:48,48.99781124014408,0.0133037771491023,,,,0.05,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[440, 831, 1371, 1985, 2668]","[754, 1601, 2593]",0.5,76.0,00:00:41,41.27056379895657,0.0112056920442456,,,,0.1,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[439, 819, 1757, 2708, 3680]","[754, 1601, 2593]",0.7499999999999999,112.0,00:00:41,41.61889719311148,0.0113002707556642,,,,0.1,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[432, 864, 1685, 2698, 3443]","[754, 1601, 2593]",0.7499999999999999,99.66666666666669,00:00:24,24.79467484727502,0.0067321951798194,,,,0.1,200.0,400.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[383, 858, 1860, 2698, 3414]","[754, 1601, 2593]",0.5,104.5,00:00:36,36.665065724402666,0.0099552174109157,,,,0.1,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[432, 864, 1666, 2652, 3808]","[754, 1601, 2593]",0.7499999999999999,78.0,00:00:34,34.60816458053887,0.0093967321695734,,,,0.1,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[432, 864, 1666, 2714]","[754, 1601, 2593]",0.8571428571428571,98.66666666666669,00:00:46,46.68806234188378,0.012676639245692,,,,0.1,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_36_1687181970,,,"[820, 1675, 2674, 3586]","[754, 1601, 2593]",0.8571428571428571,73.66666666666667,00:00:59,59.57867900561541,0.0161766709219699,,,,0.1,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[697, 1673, 2495, 3508]","[754, 1601, 2593]",0.8571428571428571,75.66666666666667,00:00:31,31.864304651506245,0.0086517254008977,,,,0.1,300.0,600.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[856, 1676, 2734]","[754, 1601, 2593]",1.0,106.0,00:00:51,51.20601033512503,0.0139033424749185,,,,0.1,300.0,700.0,,,
Process Graph Metrics,without_noise,log_36_1687181970,,,"[831, 1865, 2691, 3466]","[754, 1601, 2593]",0.5714285714285715,87.5,00:00:25,25.852209356613457,0.0070193346067372,,,,0.1,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[722, 1566, 2668, 3428]","[754, 1601, 2593]",0.8571428571428571,47.333333333333336,00:00:23,23.423616498708725,0.0063599284547132,,,,0.1,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_36_1687181970,,,"[722, 1691, 2667]","[754, 1601, 2593]",1.0,65.33333333333333,00:00:47,47.42837781365961,0.0128776480623566,,,,0.1,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1491],[1428],1.0,63.0,00:00:10,10.902365966700016,0.0052719371212282,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1483],[1428],1.0,55.0,00:00:15,15.405588442459702,0.0074495108522532,,,,0.0001,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,[1483],[1428],1.0,55.0,00:00:19,19.66716718301177,0.0095102355817271,,,,0.0001,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,"[1520, 2252]",[1428],0.6666666666666666,92.0,00:00:20,20.11681431531906,0.0097276664967693,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1483],[1428],1.0,55.0,00:00:16,16.22976643871516,0.007848049535162,,,,0.0001,200.0,600.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[900, 1800]",[1428],,,00:00:01,1.821177157573402,0.0008806465945712,,,,0.0001,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,[1520],[1428],1.0,92.0,00:00:23,23.0199235137552,0.01113149106081,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[1550, 2084]",[1428],0.6666666666666666,122.0,00:00:13,13.553519723936915,0.00655392636554,,,,0.0001,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1481],[1428],1.0,53.0,00:00:08,8.801646559499204,0.0042561153575914,,,,0.0001,300.0,700.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[1550, 2084]",[1428],0.6666666666666666,122.0,00:00:13,13.404093749821186,0.0064816700917897,,,,0.0001,400.0,500.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,[1490],[1428],1.0,62.0,00:00:14,14.69132701214403,0.0071041233134158,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[1038, 2076]",[1428],,,00:00:01,1.5475077824667096,0.000748311306802,,,,0.0001,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[792, 1471, 2131]",[1428],0.5,43.0,00:00:09,9.993799057789149,0.0048325914205943,,,,0.005,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1478],[1428],1.0,50.0,00:00:14,14.203472127206624,0.0068682166959413,,,,0.005,100.0,600.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[935, 1870]",[1428],,,00:00:00,0.9102056985720992,0.0004401381521141,,,,0.005,100.0,700.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[321, 753, 1468, 2139]",[1428],0.4,40.0,00:00:13,13.627315381541848,0.0065896109195076,,,,0.005,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1478],[1428],1.0,50.0,00:00:14,14.462997242808342,0.0069937123998106,,,,0.005,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[900, 1800]",[1428],,,00:00:01,1.82367789093405,0.0008818558466799,,,,0.005,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,"[792, 1489, 2111]",[1428],0.5,61.0,00:00:28,28.776092055253685,0.0139149381311671,,,,0.005,300.0,400.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1481],[1428],1.0,53.0,00:00:09,9.213083051145077,0.0044550691736678,,,,0.005,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1478],[1428],1.0,50.0,00:00:08,8.830364879220724,0.004270002359391,,,,0.005,300.0,600.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[935, 1870]",[1428],,,00:00:01,1.431393602862954,0.0006921632509008,,,,0.005,300.0,700.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[781, 1525, 2094]",[1428],0.5,97.0,00:00:23,23.82401827722788,0.0115203183158742,,,,0.005,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,[1481],[1428],1.0,53.0,00:00:09,9.957553037442269,0.0048150643314517,,,,0.005,400.0,500.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[868, 1732]",[1428],,,00:00:01,1.730734495446086,0.0008369122318404,,,,0.005,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[1038, 2076]",[1428],,,00:00:00,0.987477147951722,0.0004775034564563,,,,0.005,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[265, 805, 1468, 2092]",[1428],0.4,40.0,00:00:19,19.11492468137294,0.0092431937530816,,,,0.05,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,"[935, 1870]",[1428],,,00:00:02,2.265680293552577,0.0010955900839229,,,,0.05,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[312, 744, 1476, 1851]",[1428],0.4,48.0,00:00:05,5.30361339263618,0.0025646099577544,,,,0.05,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,"[487, 787, 1480, 2142]",[1428],0.4,52.0,00:00:32,32.46799029503018,0.0157001887306722,,,,0.05,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,"[487, 787, 1480, 2142]",[1428],0.4,52.0,00:00:30,30.86314051784575,0.0149241491865791,,,,0.05,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,"[750, 1585, 2066]",[1428],0.5,157.0,00:00:08,8.462454784661531,0.0040920961241109,,,,0.05,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[812, 1468, 2092]",[1428],0.5,40.0,00:00:20,20.247751693241295,0.0097909824435402,,,,0.05,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[864, 1728]",[1428],,,00:00:01,1.1936292182654142,0.0005771901442289,,,,0.05,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[262, 802, 1467]",[1428],0.5,39.0,00:00:11,11.328188699670136,0.0054778475336896,,,,0.1,100.0,500.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[262, 738, 1391, 2063]",[1428],0.4,37.0,00:00:05,5.630595548078418,0.0027227251199605,,,,0.1,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[262, 802, 1467]",[1428],0.5,39.0,00:00:11,11.036470017395914,0.0053367843411005,,,,0.1,100.0,700.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[312, 744, 1485, 1806, 2181]",[1428],0.3333333333333333,57.0,00:00:03,3.9309934126213193,0.0019008672208033,,,,0.1,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[312, 744, 1465, 2119]",[1428],0.4,37.0,00:00:14,14.235841874964535,0.0068838693786095,,,,0.1,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[312, 744, 1465, 2119]",[1428],0.4,37.0,00:00:07,7.781119223684072,0.0037626301855338,,,,0.1,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[312, 744, 1465, 2119]",[1428],0.4,37.0,00:00:14,14.2043679645285,0.0068686498861356,,,,0.1,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[775, 1330, 1870]",[1428],0.5,98.0,00:00:08,8.895425776951015,0.004301463141659,,,,0.1,300.0,400.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[768, 1460, 2125]",[1428],0.5,32.0,00:00:19,19.903830281458795,0.0096246761515758,,,,0.1,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_37_1687181973,,,"[775, 1330, 1870]",[1428],0.5,98.0,00:00:08,8.285898333415389,0.0040067206641273,,,,0.1,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,"[812, 1502]",[1428],0.6666666666666666,74.0,00:00:02,2.260036578401923,0.0010928610147011,,,,0.1,400.0,500.0,,,
Process Graph Metrics,without_noise,log_37_1687181973,,,"[864, 1728]",[1428],,,00:00:00,0.5978587185963988,0.0002890999606365,,,,0.1,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_37_1687181973,,,"[864, 1728]",[1428],,,00:00:01,1.3835037359967828,0.0006690056750468,,,,0.1,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,[1180],"[1060, 1266]",0.6666666666666666,86.0,00:00:13,13.718799361027775,0.0058303439698375,,,,0.0001,100.0,400.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1183],"[1060, 1266]",0.6666666666666666,83.0,00:00:11,11.720539755187929,0.0049811048683331,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1175],"[1060, 1266]",0.6666666666666666,91.0,00:00:11,11.321845034137368,0.0048116638479121,,,,0.0001,100.0,600.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1179],"[1060, 1266]",0.6666666666666666,87.0,00:00:11,11.58279765304178,0.0049225659383942,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1178],"[1060, 1266]",0.6666666666666666,88.0,00:00:14,14.436095378361642,0.0061351871561247,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1183],"[1060, 1266]",0.6666666666666666,83.0,00:00:10,10.96995759010315,0.0046621154229082,,,,0.0001,300.0,500.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1175],"[1060, 1266]",0.6666666666666666,91.0,00:00:10,10.574391417205334,0.0044940040022122,,,,0.0001,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1173],"[1060, 1266]",0.6666666666666666,93.0,00:00:09,9.070987483486531,0.0038550733036491,,,,0.0001,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1161],"[1060, 1266]",0.6666666666666666,101.0,00:00:05,5.112340587191284,0.0021726904322954,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1147],"[1060, 1266]",0.6666666666666666,87.0,00:00:24,24.973156749270856,0.0106133262852829,,,,0.005,100.0,500.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1151],"[1060, 1266]",0.6666666666666666,91.0,00:00:07,7.6568671725690365,0.0032540871961619,,,,0.005,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,"[1199, 2478]","[1060, 1266]",0.5,67.0,00:01:31,91.18522623553872,0.0387527523312956,,,,0.005,100.0,700.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1162],"[1060, 1266]",0.6666666666666666,102.0,00:00:13,13.522807326167822,0.0057470494373853,,,,0.005,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,[1153],"[1060, 1266]",0.6666666666666666,93.0,00:01:11,71.8992754118517,0.0305564281393334,,,,0.005,200.0,500.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,"[1202, 2478]","[1060, 1266]",0.5,64.0,00:00:29,29.33066320791841,0.0124652202328595,,,,0.005,200.0,700.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1162],"[1060, 1266]",0.6666666666666666,102.0,00:00:11,11.105318089947104,0.0047196421971725,,,,0.005,300.0,400.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1151],"[1060, 1266]",0.6666666666666666,91.0,00:00:07,7.629564231261611,0.0032424837361927,,,,0.005,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,[1223],"[1060, 1266]",0.6666666666666666,43.0,00:01:18,78.85528468433768,0.0335126581743891,,,,0.005,300.0,700.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1162],"[1060, 1266]",0.6666666666666666,102.0,00:00:09,9.3069779984653,0.0039553667651786,,,,0.005,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1147],"[1060, 1266]",0.6666666666666666,87.0,00:00:23,23.831597204320133,0.0101281756074458,,,,0.005,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,[1203],"[1060, 1266]",0.6666666666666666,63.0,00:00:54,54.65655534062535,0.023228455308383,,,,0.005,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,[1147],"[1060, 1266]",0.6666666666666666,87.0,00:01:25,85.06345716211945,0.0361510655172628,,,,0.05,100.0,500.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1098],"[1060, 1266]",0.6666666666666666,38.0,00:00:22,22.63874342199415,0.0096212254237119,,,,0.05,100.0,600.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1235],"[1060, 1266]",0.6666666666666666,31.0,00:00:59,59.47330395039171,0.0252755222908592,,,,0.05,100.0,700.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,"[578, 1107]","[1060, 1266]",0.5,47.0,00:00:36,36.55581869930029,0.0155358345513388,,,,0.05,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,[1147],"[1060, 1266]",0.6666666666666666,87.0,00:01:04,64.41123230010271,0.0273740893753092,,,,0.05,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1098],"[1060, 1266]",0.6666666666666666,38.0,00:00:40,40.017997737042606,0.0170072238576466,,,,0.05,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,"[1064, 1324]","[1060, 1266]",1.0,31.0,00:00:06,6.1722712349146605,0.0026231496960963,,,,0.05,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1143],"[1060, 1266]",0.6666666666666666,83.0,00:01:44,104.44325662590563,0.0443872743841502,,,,0.05,300.0,500.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1143],"[1060, 1266]",0.6666666666666666,83.0,00:00:05,5.7216260535642505,0.0024316302820077,,,,0.05,300.0,600.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1158],"[1060, 1266]",0.6666666666666666,98.0,00:00:07,7.009173200465739,0.0029788241395944,,,,0.05,300.0,700.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1157],"[1060, 1266]",0.6666666666666666,97.0,00:00:08,8.908185753971338,0.0037858842983303,,,,0.05,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,[1147],"[1060, 1266]",0.6666666666666666,87.0,00:01:24,84.450649747625,0.0358906288770186,,,,0.05,400.0,500.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1123],"[1060, 1266]",0.6666666666666666,63.0,00:00:16,16.578305742703378,0.0070456038005539,,,,0.05,400.0,600.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,[1061],"[1060, 1266]",0.6666666666666666,1.0,00:00:10,10.336000078357756,0.0043926902160466,,,,0.05,400.0,700.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,"[1156, 1518, 2530]","[1060, 1266]",0.4,96.0,00:00:33,33.39172901213169,0.0141911300519046,,,,0.1,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_38_1687181974,,,[978],"[1060, 1266]",0.6666666666666666,82.0,00:02:33,153.69513942301273,0.0653188012847482,,,,0.1,100.0,600.0,,,
Process Graph Metrics,without_noise,log_38_1687181974,,,"[576, 1107]","[1060, 1266]",0.5,47.0,00:00:23,23.149571486748755,0.0098383219238201,,,,0.1,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1121],"[1060, 1266]",0.6666666666666666,61.0,00:00:17,17.254038012586534,0.0073327828357783,,,,0.1,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_38_1687181974,,,[1121],"[1060, 1266]",0.6666666666666666,61.0,00:00:16,16.351574446074665,0.0069492454084465,,,,0.1,300.0,600.0,,,
